movie_id,title,genres,directors,actors,overview
87,Dunston Checks In,Comedy|Children,Ken Kwapis,Graham Sack|Faye Dunaway|Jason Alexander|Sam the Orangutan|Rupert Everett,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!"
88,Black Sheep,Comedy,Penelope Spheeris,Chris Owen|Tim Matheson|Chris Farley|David Spade|Gary Busey,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election."
89,Nick of Time,Thriller|Action,John Badham,Roma Maffia|Christopher Walken|Johnny Depp|Charles S. Dutton|Courtney Chase,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.
92,Mary Reilly,Thriller|Horror|Drama,Stephen Frears,Julia Roberts|John Malkovich|Glenn Close|George Cole|Michael Gambon,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde."
93,Vampire in Brooklyn,Comedy|Horror|Romance,Wes Craven,Kadeem Hardison|John Witherspoon|Eddie Murphy|Angela Bassett|Allen Payne,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her."
94,Beautiful Girls,Comedy|Romance|Drama,Ted Demme,Annabeth Gish|Noah Emmerich|Timothy Hutton|Lauren Holly|Matt Dillon,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires."
95,Broken Arrow,Adventure|Thriller|Action,John Woo,Delroy Lindo|Christian Slater|John Travolta|Samantha Mathis|Frank Whaley,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box."
96,In the Bleak Midwinter,Comedy|Drama,Kenneth Branagh,Joan Collins|Nicholas Farrell|Julia Sawalha|Richard Briers|Michael Maloney,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope."
97,La Haine,Crime|Drama,Mathieu Kassovitz,Abdel Ahmed Ghili|Solo|Saïd Taghmaoui|Vincent Cassel|Hubert Koundé,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police."
99,Heidi Fleiss: Hollywood Madam,Documentary,Nick Broomfield,Corinne Bohrer|Madam Alex|Ivan Nagy|Heidi Fleiss|Nick Broomfield,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction."
100,City Hall,Thriller|Drama,Harold Becker,Bridget Fonda|Al Pacino|John Cusack|Danny Aiello|Martin Landau,"The accidental shooting of a boy in New York City leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences."
101,Bottle Rocket,Comedy|Adventure|Romance|Crime,Wes Anderson,James Caan|Robert Musgrave|Lumi Cavazos|Owen Wilson|Luke Wilson,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry."
102,Mr. Wrong,Comedy,Nick Castle,Joan Cusack|Joan Plowright|Dean Stockwell|Ellen DeGeneres|Bill Pullman,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature."
103,Unforgettable,Thriller|Sci-Fi|Mystery,John Dahl,Linda Fiorentino|Peter Coyote|Christopher McDonald|Ray Liotta|David Paymer,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences."
104,Happy Gilmore,Comedy,Dennis Dugan,Adam Sandler|Christopher McDonald|Carl Weathers|Julie Bowen|Frances Bay,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image."
105,The Bridges of Madison County,Romance|Drama,Clint Eastwood,Meryl Streep|Jim Haynie|Victor Slezak|Clint Eastwood|Annie Corley,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
106,Nobody Loves Me,Comedy|Drama,Doris Dörrie,Joachim Król|Elisabeth Trissenaar|Pierre Sanoussi-Bliss|Maria Schrader|Michael von Au,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?"
107,Muppet Treasure Island,Comedy|Adventure|Children|Musical,Brian Henson,Tim Curry|Dave Goelz|Billy Connolly|Kevin Bishop|Jennifer Saunders,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted."
108,Catwalk,Documentary,Robert Leacock,Christy Turlington|Nadja Auermann|Azzedine Alaïa|Sandra Bernhard|Giorgio Armani,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York."
110,Braveheart,War|Action|Drama,Mel Gibson,Catherine McCormack|Angus Macfadyen|Patrick McGoohan|Sophie Marceau|Mel Gibson,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule."
111,Taxi Driver,Thriller|Crime|Drama,Martin Scorsese,Harvey Keitel|Robert De Niro|Peter Boyle|Jodie Foster|Cybill Shepherd,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city."
112,Rumble in the Bronx,Comedy|Adventure|Action|Crime,Stanley Tong Gwai-Lai,Anita Mui|Marc Akerstream|Françoise Yip|Jackie Chan|Bill Tung Biu,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head."
113,Before and After,Drama|Mystery,Barbet Schroeder,Meryl Streep|Alfred Molina|Julia Weldon|Liam Neeson|Edward Furlong,Two parents deal with the effects when their son is accused of murdering his girlfriend.
116,Anne Frank Remembered,Documentary,Jon Blair,Kenneth Branagh|Otto Frank|Anne Frank|Glenn Close,"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust."
117,The Young Poisoner's Handbook,Crime|Drama,Benjamin Ross,Hugh O'Conor|Ruth Sheen|Roger Lloyd Pack|Antony Sher|Charlotte Coleman,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured."
118,If Lucy Fell,Comedy|Romance,Eric Schaeffer,Elle Macpherson|James Rebhorn|Ben Stiller|Eric Schaeffer|Sarah Jessica Parker,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge."
119,Steal Big Steal Little,Comedy,Andrew Davis,Rachel Ticotin|Alan Arkin|Ally Walker|Andy García|Joe Pantoliano,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love."
